GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACU001,ACU002,ACU003,ACU004
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Free >> Male,Free >> Female,Slave >> Male,Slave >> Female
"G3700770","1840","North Carolina","370","Granville","0770","Granville",370,431,4326,4381
"G3700790","1840","North Carolina","370","Greene","0790","Greene",134,115,1506,1465
"G3700810","1840","North Carolina","370","Guilford","0810","Guilford",321,316,1288,1359
"G3700830","1840","North Carolina","370","Halifax","0830","Halifax",881,956,4706,4699
"G3700870","1840","North Carolina","370","Haywood","0870","Haywood",14,7,171,133
"G3700890","1840","North Carolina","370","Henderson","0890","Henderson",18,17,249,217
"G3700910","1840","North Carolina","370","Hertford","0910","Hertford",416,386,1712,1586
"G3700950","1840","North Carolina","370","Hyde","0950","Hyde",155,96,1219,979
"G3700970","1840","North Carolina","370","Iredell","0970","Iredell",21,18,1851,1865
"G3701010","1840","North Carolina","370","Johnston","1010","Johnston",58,69,1741,1735
"G3701030","1840","North Carolina","370","Jones","1030","Jones",87,93,1423,1395
"G3701070","1840","North Carolina","370","Lenoir","1070","Lenoir",131,104,1823,1860
"G3701090","1840","North Carolina","370","Lincoln","1090","Lincoln",58,58,2675,2711
"G3701130","1840","North Carolina","370","Macon","1130","Macon",28,27,174,194
"G3701170","1840","North Carolina","370","Martin","1170","Martin",202,181,1395,1421
"G3701190","1840","North Carolina","370","Mecklenburg","1190","Mecklenburg",53,48,3179,3143
"G3701230","1840","North Carolina","370","Montgomery","1230","Montgomery",41,31,1248,1239
"G3701250","1840","North Carolina","370","Moore","1250","Moore",35,38,703,769
"G3701270","1840","North Carolina","370","Nash","1270","Nash",217,192,1817,1880
"G3701290","1840","North Carolina","370","New Hanover","1290","New Hanover",253,312,3230,3146
"G3701310","1840","North Carolina","370","Northampton","1310","Northampton",391,401,3552,3207
"G3701330","1840","North Carolina","370","Onslow","1330","Onslow",61,52,1349,1390
"G3701350","1840","North Carolina","370","Orange","1350","Orange",316,315,3427,3527
"G3701390","1840","North Carolina","370","Pasquotank","1390","Pasquotank",522,554,1516,1272
"G3701430","1840","North Carolina","370","Perquimans","1430","Perquimans",143,164,1524,1419
"G3701450","1840","North Carolina","370","Person","1450","Person",107,103,2155,2196
"G3701470","1840","North Carolina","370","Pitt","1470","Pitt",18,12,2836,2812
"G3701510","1840","North Carolina","370","Randolph","1510","Randolph",192,169,696,711
"G3701530","1840","North Carolina","370","Richmond","1530","Richmond",164,172,1896,1984
"G3701550","1840","North Carolina","370","Robeson","1550","Robeson",602,621,1439,1446
"G3701570","1840","North Carolina","370","Rockingham","1570","Rockingham",143,132,2310,2262
"G3701590","1840","North Carolina","370","Rowan","1590","Rowan",55,43,1697,1668
"G3701610","1840","North Carolina","370","Rutherford","1610","Rutherford",61,65,1557,1644
"G3701630","1840","North Carolina","370","Sampson","1630","Sampson",128,129,2249,2176
"G3701690","1840","North Carolina","370","Stokes","1690","Stokes",85,80,1337,1345
"G3701710","1840","North Carolina","370","Surry","1710","Surry",96,112,828,950
"G3701770","1840","North Carolina","370","Tyrrell","1770","Tyrrell",34,52,760,651
"G3701830","1840","North Carolina","370","Wake","1830","Wake",497,512,3908,4088
"G3701850","1840","North Carolina","370","Warren","1850","Warren",157,172,4237,3963
"G3701870","1840","North Carolina","370","Washington","1870","Washington",69,90,863,864
"G3701910","1840","North Carolina","370","Wayne","1910","Wayne",232,232,1872,1801
"G3701930","1840","North Carolina","370","Wilkes","1930","Wilkes",85,86,692,738
"G3701990","1840","North Carolina","370","Yancey","1990","Yancey",12,15,114,140
"G3900010","1840","Ohio","390","Adams","0010","Adams",30,33,0,0
"G3900030","1840","Ohio","390","Allen","0030","Allen",11,12,0,0
"G3900070","1840","Ohio","390","Ashtabula","0070","Ashtabula",9,8,0,0
"G3900090","1840","Ohio","390","Athens","0090","Athens",32,23,0,0
"G3900130","1840","Ohio","390","Belmont","0130","Belmont",348,374,0,0
"G3900150","1840","Ohio","390","Brown","0150","Brown",300,314,0,0
"G3900170","1840","Ohio","390","Butler","0170","Butler",126,128,0,0
"G3900190","1840","Ohio","390","Carroll","0190","Carroll",22,27,0,0
"G3900210","1840","Ohio","390","Champaign","0210","Champaign",185,143,0,0
"G3900230","1840","Ohio","390","Clark","0230","Clark",107,93,0,0
"G3900250","1840","Ohio","390","Clermont","0250","Clermont",62,60,0,0
"G3900270","1840","Ohio","390","Clinton","0270","Clinton",184,193,0,0
"G3900290","1840","Ohio","390","Columbiana","0290","Columbiana",209,208,0,0
"G3900310","1840","Ohio","390","Coshocton","0310","Coshocton",20,18,0,0
"G3900330","1840","Ohio","390","Crawford","0330","Crawford",2,3,0,0
"G3900350","1840","Ohio","390","Cuyahoga","0350","Cuyahoga",63,58,0,0
"G3900370","1840","Ohio","390","Darke","0370","Darke",110,90,0,0
"G3900410","1840","Ohio","390","Delaware","0410","Delaware",41,35,0,0
"G3900430","1840","Ohio","390","Erie","0430","Erie",58,39,0,0
"G3900450","1840","Ohio","390","Fairfield","0450","Fairfield",165,177,0,0
"G3900470","1840","Ohio","390","Fayette","0470","Fayette",127,109,0,0
"G3900490","1840","Ohio","390","Franklin","0490","Franklin",442,363,0,0
"G3900530","1840","Ohio","390","Gallia","0530","Gallia",386,413,0,0
"G3900550","1840","Ohio","390","Geauga","0550","Geauga",2,1,0,0
"G3900570","1840","Ohio","390","Greene","0570","Greene",169,175,0,0
"G3900590","1840","Ohio","390","Guernsey","0590","Guernsey",88,102,0,0
"G3900610","1840","Ohio","390","Hamilton","0610","Hamilton",1192,1384,0,0
"G3900630","1840","Ohio","390","Hancock","0630","Hancock",4,4,0,0
"G3900650","1840","Ohio","390","Hardin","0650","Hardin",3,1,0,0
"G3900670","1840","Ohio","390","Harrison","0670","Harrison",82,81,0,0
"G3900690","1840","Ohio","390","Henry","0690","Henry",5,1,0,0
"G3900710","1840","Ohio","390","Highland","0710","Highland",402,384,0,0
"G3900730","1840","Ohio","390","Hocking","0730","Hocking",26,20,0,0
"G3900750","1840","Ohio","390","Holmes","0750","Holmes",2,1,0,0
"G3900770","1840","Ohio","390","Huron","0770","Huron",55,51,0,0
"G3900790","1840","Ohio","390","Jackson","0790","Jackson",144,171,0,0
"G3900810","1840","Ohio","390","Jefferson","0810","Jefferson",259,238,0,0
"G3900830","1840","Ohio","390","Knox","0830","Knox",41,22,0,0
"G3900850","1840","Ohio","390","Lake","0850","Lake",11,10,0,0
"G3900870","1840","Ohio","390","Lawrence","0870","Lawrence",72,76,1,0
"G3900890","1840","Ohio","390","Licking","0890","Licking",76,64,0,0
"G3900910","1840","Ohio","390","Logan","0910","Logan",205,202,0,0
"G3900930","1840","Ohio","390","Lorain","0930","Lorain",38,24,0,0
"G3900950","1840","Ohio","390","Lucas","0950","Lucas",35,19,0,0
"G3900970","1840","Ohio","390","Madison","0970","Madison",54,43,0,0
"G3901010","1840","Ohio","390","Marion","1010","Marion",26,26,0,0
"G3901030","1840","Ohio","390","Medina","1030","Medina",6,7,0,0
"G3901050","1840","Ohio","390","Meigs","1050","Meigs",18,10,0,0
"G3901070","1840","Ohio","390","Mercer","1070","Mercer",102,102,0,0
"G3901090","1840","Ohio","390","Miami","1090","Miami",96,115,0,0
"G3901110","1840","Ohio","390","Monroe","1110","Monroe",8,5,0,0
"G3901130","1840","Ohio","390","Montgomery","1130","Montgomery",182,194,0,0
"G3901150","1840","Ohio","390","Morgan","1150","Morgan",33,35,0,0
"G3901190","1840","Ohio","390","Muskingum","1190","Muskingum",276,286,0,1
"G3901230","1840","Ohio","390","Ottawa","1230","Ottawa",4,1,0,0
"G3901250","1840","Ohio","390","Paulding","1250","Paulding",0,0,0,0
"G3901270","1840","Ohio","390","Perry","1270","Perry",20,27,0,0
"G3901290","1840","Ohio","390","Pickaway","1290","Pickaway",165,168,0,0
"G3901310","1840","Ohio","390","Pike","1310","Pike",172,157,0,0
"G3901330","1840","Ohio","390","Portage","1330","Portage",20,19,0,0
"G3901350","1840","Ohio","390","Preble","1350","Preble",46,42,1,0
"G3901370","1840","Ohio","390","Putnam","1370","Putnam",1,0,0,0
"G3901390","1840","Ohio","390","Richland","1390","Richland",38,27,0,0
"G3901410","1840","Ohio","390","Ross","1410","Ross",634,561,0,0
"G3901430","1840","Ohio","390","Sandusky","1430","Sandusky",22,19,0,0
"G3901450","1840","Ohio","390","Scioto","1450","Scioto",108,98,0,0
"G3901470","1840","Ohio","390","Seneca","1470","Seneca",33,32,0,0
"G3901490","1840","Ohio","390","Shelby","1490","Shelby",142,110,0,0
"G3901510","1840","Ohio","390","Stark","1510","Stark",103,101,0,0
"G3901530","1840","Ohio","390","Summit","1530","Summit",20,22,0,0
"G3901550","1840","Ohio","390","Trumbull","1550","Trumbull",43,27,0,0
"G3901570","1840","Ohio","390","Tuscarawas","1570","Tuscarawas",38,33,0,0
"G3901590","1840","Ohio","390","Union","1590","Union",43,35,0,0
"G3901610","1840","Ohio","390","Van Wert","1610","Van Wert",0,0,0,0
"G3901650","1840","Ohio","390","Warren","1650","Warren",170,171,0,0
"G3901670","1840","Ohio","390","Washington","1670","Washington",125,144,0,0
"G3901690","1840","Ohio","390","Wayne","1690","Wayne",25,16,0,0
"G3901710","1840","Ohio","390","Williams","1710","Williams",1,1,0,0
"G3901730","1840","Ohio","390","Wood","1730","Wood",16,16,0,0
"G4200010","1840","Pennsylvania","420","Adams","0010","Adams",337,353,0,2
"G4200030","1840","Pennsylvania","420","Allegheny","0030","Allegheny",1076,1042,0,0
"G4200050","1840","Pennsylvania","420","Armstrong","0050","Armstrong",56,56,0,0
"G4200070","1840","Pennsylvania","420","Beaver","0070","Beaver",139,127,0,0
"G4200090","1840","Pennsylvania","420","Bedford","0090","Bedford",261,209,0,0
"G4200110","1840","Pennsylvania","420","Berks","0110","Berks",283,241,0,2
"G4200150","1840","Pennsylvania","420","Bradford","0150","Bradford",77,84,0,0
"G4200170","1840","Pennsylvania","420","Bucks","0170","Bucks",937,802,0,0
"G4200190","1840","Pennsylvania","420","Butler","0190","Butler",33,28,0,0
"G4200210","1840","Pennsylvania","420","Cambria","0210","Cambria",47,51,0,0
"G4200270","1840","Pennsylvania","420","Centre","0270","Centre",160,141,0,0
"G4200290","1840","Pennsylvania","420","Chester","0290","Chester",2187,1956,0,0
"G4200330","1840","Pennsylvania","420","Clearfield","0330","Clearfield",35,22,0,0
"G4200350","1840","Pennsylvania","420","Clinton","0350","Clinton",43,33,0,0
"G4200370","1840","Pennsylvania","420","Columbia","0370","Columbia",36,39,0,0
"G4200390","1840","Pennsylvania","420","Crawford","0390","Crawford",63,52,0,0
"G4200410","1840","Pennsylvania","420","Cumberland","0410","Cumberland",492,504,18,6
"G4200430","1840","Pennsylvania","420","Dauphin","0430","Dauphin",449,508,0,0
"G4200450","1840","Pennsylvania","420","Delaware","0450","Delaware",720,613,0,0
"G4200490","1840","Pennsylvania","420","Erie","0490","Erie",62,38,0,0
"G4200510","1840","Pennsylvania","420","Fayette","0510","Fayette",705,759,1,0
"G4200550","1840","Pennsylvania","420","Franklin","0550","Franklin",979,1054,0,0
"G4200590","1840","Pennsylvania","420","Greene","0590","Greene",205,208,1,0
"G4200610","1840","Pennsylvania","420","Huntingdon","0610","Huntingdon",254,253,0,0
"G4200630","1840","Pennsylvania","420","Indiana","0630","Indiana",83,72,0,0
"G4200650","1840","Pennsylvania","420","Jefferson","0650","Jefferson",23,34,0,0
"G4200670","1840","Pennsylvania","420","Juniata","0670","Juniata",63,45,1,0
"G4200710","1840","Pennsylvania","420","Lancaster","0710","Lancaster",1534,1469,0,2
"G4200750","1840","Pennsylvania","420","Lebanon","0750","Lebanon",50,53,0,0
"G4200770","1840","Pennsylvania","420","Lehigh","0770","Lehigh",23,10,0,0
"G4200790","1840","Pennsylvania","420","Luzerne","0790","Luzerne",107,87,0,1
"G4200810","1840","Pennsylvania","420","Lycoming","0810","Lycoming",185,174,0,0
"G4200830","1840","Pennsylvania","420","McKean","0830","Mckean",3,2,0,0
"G4200850","1840","Pennsylvania","420","Mercer","0850","Mercer",169,159,0,0
"G4200870","1840","Pennsylvania","420","Mifflin","0870","Mifflin",220,207,12,9
"G4200890","1840","Pennsylvania","420","Monroe","0890","Monroe",29,21,0,0
"G4200910","1840","Pennsylvania","420","Montgomery","0910","Montgomery",362,318,0,0
"G4200950","1840","Pennsylvania","420","Northampton","0950","Northampton",92,72,0,0
"G4200970","1840","Pennsylvania","420","Northumberland","0970","Northumberland",56,49,0,0
"G4200990","1840","Pennsylvania","420","Perry","0990","Perry",81,73,0,0
"G4201010","1840","Pennsylvania","420","Philadelphia","1010","Philadelphia",8316,11515,0,2
"G4201030","1840","Pennsylvania","420","Pike","1030","Pike",74,75,0,0
"G4201050","1840","Pennsylvania","420","Potter","1050","Potter",1,0,0,0
"G4201070","1840","Pennsylvania","420","Schuylkill","1070","Schuylkill",177,148,0,0
"G4201110","1840","Pennsylvania","420","Somerset","1110","Somerset",45,37,0,0
"G4201150","1840","Pennsylvania","420","Susquehanna","1150","Susquehanna",49,48,0,0
"G4201170","1840","Pennsylvania","420","Tioga","1170","Tioga",34,35,0,0
"G4201190","1840","Pennsylvania","420","Union","1190","Union",49,35,2,1
"G4201210","1840","Pennsylvania","420","Venango","1210","Venango",18,9,0,0
"G4201230","1840","Pennsylvania","420","Warren","1230","Warren",23,17,0,0
"G4201250","1840","Pennsylvania","420","Washington","1250","Washington",557,556,0,2
"G4201270","1840","Pennsylvania","420","Wayne","1270","Wayne",20,19,0,0
"G4201290","1840","Pennsylvania","420","Westmoreland","1290","Westmoreland",177,113,0,1
"G4201330","1840","Pennsylvania","420","York","1330","York",496,477,0,1
"G4400010","1840","Rhode Island","440","Bristol","0010","Bristol",115,130,0,0
"G4400030","1840","Rhode Island","440","Kent","0030","Kent",147,163,1,1
"G4400050","1840","Rhode Island","440","Newport","0050","Newport",226,353,0,2
"G4400070","1840","Rhode Island","440","Providence","0070","Providence",681,912,0,1
"G4400090","1840","Rhode Island","440","Washington","0090","Washington",244,267,0,0
"G4500010","1840","South Carolina","450","Abbeville","0010","Abbeville",149,174,7434,7714
"G4500070","1840","South Carolina","450","Anderson","0070","Anderson",38,25,2783,2900
"G4500110","1840","South Carolina","450","Barnwell","0110","Barnwell",207,228,5178,5325
"G4500130","1840","South Carolina","450","Beaufort","0130","Beaufort",230,232,14180,15502
"G4500190","1840","South Carolina","450","Charleston","0190","Charleston",1343,1858,27445,31094
"G4500230","1840","South Carolina","450","Chester","0230","Chester",70,66,3750,3972
"G4500250","1840","South Carolina","450","Chesterfield","0250","Chesterfield",88,78,1442,1429
"G4500290","1840","South Carolina","450","Colleton","0290","Colleton",205,223,9361,9885
"G4500310","1840","South Carolina","450","Darlington","0310","Darlington",48,45,3667,3893
"G4500370","1840","South Carolina","450","Edgefield","0370","Edgefield",155,139,8732,8806
"G4500390","1840","South Carolina","450","Fairfield","0390","Fairfield",39,34,6102,6403
"G4500430","1840","South Carolina","450","Georgetown","0430","Georgetown",86,102,7580,8413
"G4500450","1840","South Carolina","450","Greenville","0450","Greenville",23,20,2587,2718
"G4500510","1840","South Carolina","450","Horry","0510","Horry",23,4,754,820
"G4500550","1840","South Carolina","450","Kershaw","0550","Kershaw",127,123,3899,4144
"G4500570","1840","South Carolina","450","Lancaster","0570","Lancaster",52,55,2113,2122
"G4500590","1840","South Carolina","450","Laurens","0590","Laurens",55,46,4463,4448
"G4500630","1840","South Carolina","450","Lexington","0630","Lexington",11,14,2285,2400
"G4500670","1840","South Carolina","450","Marion","0670","Marion",43,45,2567,2684
"G4500690","1840","South Carolina","450","Marlboro","0690","Marlboro",47,55,2076,2042
"G4500710","1840","South Carolina","450","Newberry","0710","Newberry",104,134,4810,5094
"G4500750","1840","South Carolina","450","Orangeburg","0750","Orangeburg",136,128,5929,6005
"G4500770","1840","South Carolina","450","Pickens","0770","Pickens",51,42,1328,1387
"G4500790","1840","South Carolina","450","Richland","0790","Richland",199,208,5330,5334
"G4500830","1840","South Carolina","450","Spartanburg","0830","Spartanburg",32,26,2821,2866
"G4500850","1840","South Carolina","450","Sumter","0850","Sumter",180,193,9176,9699
"G4500870","1840","South Carolina","450","Union","0870","Union",52,45,4069,4285
"G4500890","1840","South Carolina","450","Williamsburg","0890","Williamsburg",13,19,3435,3533
"G4500910","1840","South Carolina","450","York","0910","York",58,51,3382,3443
"G4700010","1840","Tennessee","470","Anderson","0010","Anderson",6,9,217,208
"G4700030","1840","Tennessee","470","Bedford","0030","Bedford",27,32,2118,2177
"G4700050","1840","Tennessee","470","Benton","0050","Benton",2,6,108,139
"G4700070","1840","Tennessee","470","Bledsoe","0070","Bledsoe",66,62,278,260
"G4700090","1840","Tennessee","470","Blount","0090","Blount",81,55,454,491
"G4700110","1840","Tennessee","470","Bradley","0110","Bradley",3,10,200,201
"G4700130","1840","Tennessee","470","Campbell","0130","Campbell",27,27,127,137
"G4700150","1840","Tennessee","470","Cannon","0150","Cannon",6,11,291,327
"G4700170","1840","Tennessee","470","Carroll","0170","Carroll",18,12,1059,1159
"G4700190","1840","Tennessee","470","Carter","0190","Carter",14,8,179,173
"G4700250","1840","Tennessee","470","Claiborne","0250","Claiborne",43,42,315,309
"G4700290","1840","Tennessee","470","Cocke","0290","Cocke",81,78,307,327
"G4700310","1840","Tennessee","470","Coffee","0310","Coffee",12,10,509,596
"G4700370","1840","Tennessee","470","Davidson","0370","Davidson",357,347,6227,6121
"G4700410","1840","Tennessee","470","DeKalb","0410","De Kalb",6,5,213,246
"G4700430","1840","Tennessee","470","Dickson","0430","Dickson",13,4,879,808
"G4700450","1840","Tennessee","470","Dyer","0450","Dyer",6,9,518,524
"G4700470","1840","Tennessee","470","Fayette","0470","Fayette",22,21,5458,5427
"G4700490","1840","Tennessee","470","Fentress","0490","Fentress",1,4,44,36
"G4700510","1840","Tennessee","470","Franklin","0510","Franklin",7,6,1531,1554
"G4700530","1840","Tennessee","470","Gibson","0530","Gibson",55,53,1463,1506
"G4700550","1840","Tennessee","470","Giles","0550","Giles",21,18,3512,3518
"G4700570","1840","Tennessee","470","Grainger","0570","Grainger",61,73,468,449
"G4700590","1840","Tennessee","470","Greene","0590","Greene",74,77,497,509
"G4700650","1840","Tennessee","470","Hamilton","0650","Hamilton",55,38,295,289
"G4700690","1840","Tennessee","470","Hardeman","0690","Hardeman",14,25,2791,2642
"G4700710","1840","Tennessee","470","Hardin","0710","Hardin",19,13,407,419
"G4700730","1840","Tennessee","470","Hawkins","0730","Hawkins",59,69,726,773
"G4700750","1840","Tennessee","470","Haywood","0750","Haywood",14,24,3137,3120
"G4700770","1840","Tennessee","470","Henderson","0770","Henderson",5,5,955,999
"G4700790","1840","Tennessee","470","Henry","0790","Henry",10,5,1813,1864
"G4700810","1840","Tennessee","470","Hickman","0810","Hickman",10,9,641,738
"G4700850","1840","Tennessee","470","Humphreys","0850","Humphreys",3,5,326,413
"G4700870","1840","Tennessee","470","Jackson","0870","Jackson",64,46,591,635
"G4700890","1840","Tennessee","470","Jefferson","0890","Jefferson",63,69,607,675
"G4700910","1840","Tennessee","470","Johnson","0910","Johnson",2,2,78,83
"G4700930","1840","Tennessee","470","Knox","0930","Knox",80,93,963,971
"G4700970","1840","Tennessee","470","Lauderdale","0970","Lauderdale",2,0,470,540
"G4700990","1840","Tennessee","470","Lawrence","0990","Lawrence",8,8,346,389
"G4701030","1840","Tennessee","470","Lincoln","1030","Lincoln",28,27,2036,2185
"G4701070","1840","Tennessee","470","McMinn","1070","Mcminn",14,14,579,662
"G4701090","1840","Tennessee","470","McNairy","1090","Mcnairy",14,19,364,399
"G4701130","1840","Tennessee","470","Madison","1130","Madison",16,21,3004,3069
"G4701150","1840","Tennessee","470","Marion","1150","Marion",13,9,189,201
"G4701170","1840","Tennessee","470","Marshall","1170","Marshall",7,5,1526,1549
"G4701190","1840","Tennessee","470","Maury","1190","Maury",48,46,5477,5525
"G4701210","1840","Tennessee","470","Meigs","1210","Meigs",5,7,139,145
"G4701230","1840","Tennessee","470","Monroe","1230","Monroe",32,35,452,412
"G4701250","1840","Tennessee","470","Montgomery","1250","Montgomery",54,52,3688,3371
"G4701290","1840","Tennessee","470","Morgan","1290","Morgan",18,24,39,45
"G4701310","1840","Tennessee","470","Obion","1310","Obion",3,5,306,281
"G4701330","1840","Tennessee","470","Overton","1330","Overton",29,27,450,439
"G4701350","1840","Tennessee","470","Perry","1350","Perry",5,3,362,336
"G4701390","1840","Tennessee","470","Polk","1390","Polk",11,6,167,137
"G4701430","1840","Tennessee","470","Rhea","1430","Rhea",13,15,178,199
"G4701450","1840","Tennessee","470","Roane","1450","Roane",38,22,644,654
"G4701470","1840","Tennessee","470","Robertson","1470","Robertson",17,17,1928,1862
"G4701490","1840","Tennessee","470","Rutherford","1490","Rutherford",84,82,4472,4600
"G4701550","1840","Tennessee","470","Sevier","1550","Sevier",16,24,182,172
"G4701570","1840","Tennessee","470","Shelby","1570","Shelby",45,28,3571,3472
"G4701590","1840","Tennessee","470","Smith","1590","Smith",76,88,2182,2206
"G4701610","1840","Tennessee","470","Stewart","1610","Stewart",79,74,1305,812
"G4701630","1840","Tennessee","470","Sullivan","1630","Sullivan",96,99,547,490
"G4701650","1840","Tennessee","470","Sumner","1650","Sumner",144,124,3671,3615
"G4701670","1840","Tennessee","470","Tipton","1670","Tipton",18,13,1612,1520
"G4701770","1840","Tennessee","470","Warren","1770","Warren",36,52,666,683
"G4701790","1840","Tennessee","470","Washington","1790","Washington",117,119,473,442
"G4701810","1840","Tennessee","470","Wayne","1810","Wayne",13,12,273,256
"G4701830","1840","Tennessee","470","Weakley","1830","Weakley",2,0,890,906
"G4701850","1840","Tennessee","470","White","1850","White",91,83,450,483
"G4701870","1840","Tennessee","470","Williamson","1870","Williamson",56,58,5541,5710
"G4701890","1840","Tennessee","470","Wilson","1890","Wilson",141,128,2996,2992
"G5000010","1840","Vermont","500","Addison","0010","Addison",54,57,0,0
"G5000030","1840","Vermont","500","Bennington","0030","Bennington",55,46,0,0
"G5000050","1840","Vermont","500","Caledonia","0050","Caledonia",3,11,0,0
"G5000070","1840","Vermont","500","Chittenden","0070","Chittenden",39,43,0,0
"G5000090","1840","Vermont","500","Essex","0090","Essex",6,2,0,0
"G5000110","1840","Vermont","500","Franklin","0110","Franklin",31,27,0,0
"G5000130","1840","Vermont","500","Grand Isle","0130","Grand Isle",0,0,0,0
"G5000150","1840","Vermont","500","Lamoille","0150","Lamoille",0,3,0,0
"G5000170","1840","Vermont","500","Orange","0170","Orange",10,11,0,0
"G5000190","1840","Vermont","500","Orleans","0190","Orleans",5,6,0,0
"G5000210","1840","Vermont","500","Rutland","0210","Rutland",61,69,0,0
"G5000230","1840","Vermont","500","Washington","0230","Washington",11,10,0,0
"G5000250","1840","Vermont","500","Windham","0250","Windham",16,18,0,0
"G5000270","1840","Vermont","500","Windsor","0270","Windsor",73,63,0,0
"G5100010","1840","Virginia","510","Accomack","0010","Accomack",1356,1492,2355,2275
"G5100030","1840","Virginia","510","Albemarle","0030","Albemarle",297,306,6023,5786
"G5100050","1840","Virginia","510","Alleghany","0050","Alleghany",27,33,318,229
"G5100070","1840","Virginia","510","Amelia","0070","Amelia",102,121,3535,3488
"G5100090","1840","Virginia","510","Amherst","0090","Amherst",180,193,2903,2874
"G5100150","1840","Virginia","510","Augusta","0150","Augusta",188,233,2161,1974
"G5100170","1840","Virginia","510","Bath","0170","Bath",42,41,508,539
"G5100190","1840","Virginia","510","Bedford","0190","Bedford",174,149,4554,4310
"G5100195","1840","Virginia","510","Berkeley","0195","Berkeley",157,136,981,938
"G5100230","1840","Virginia","510","Botetourt","0230","Botetourt",190,187,1511,1414
"G5100233","1840","Virginia","510","Braxton","0233","Braxton",1,1,29,35
"G5100237","1840","Virginia","510","Brooke","0237","Brooke",39,38,43,48
"G5100250","1840","Virginia","510","Brunswick","0250","Brunswick",292,271,4480,4325
"G5100290","1840","Virginia","510","Buckingham","0290","Buckingham",231,218,5811,5203
"G5100293","1840","Virginia","510","Cabell","0293","Cabell",12,10,274,293
"G5100310","1840","Virginia","510","Campbell","0310","Campbell",362,410,5175,4870
"G5100330","1840","Virginia","510","Caroline","0330","Caroline",362,412,4956,5358
"G5100360","1840","Virginia","510","Charles City","0360","Charles City",336,334,1255,1178
"G5100370","1840","Virginia","510","Charlotte","0370","Charlotte",147,158,4758,4502
"G5100410","1840","Virginia","510","Chesterfield","0410","Chesterfield",249,338,4595,4107
"G5100430","1840","Virginia","510","Clarke","0430","Clarke",73,88,1771,1554
"G5100470","1840","Virginia","510","Culpeper","0470","Culpeper",177,214,3068,3001
"G5100490","1840","Virginia","510","Cumberland","0490","Cumberland",185,170,3556,3225
"G5100530","1840","Virginia","510","Dinwiddie","0530","Dinwiddie",1285,1479,5019,4928
"G5100550","1840","Virginia","510","Elizabeth City","0550","Elizabeth City",23,21,925,783
"G5100570","1840","Virginia","510","Essex","0570","Essex",280,318,3347,3409
"G5100590","1840","Virginia","510","Fairfax","0590","Fairfax",211,237,1715,1738
"G5100610","1840","Virginia","510","Fauquier","0610","Fauquier",328,360,5369,5339
"G5100615","1840","Virginia","510","Fayette","0615","Fayette",7,11,65,68
"G5100630","1840","Virginia","510","Floyd","0630","Floyd",3,6,143,178
"G5100650","1840","Virginia","510","Fluvanna","0650","Fluvanna",103,118,2113,2033
"G5100670","1840","Virginia","510","Franklin","0670","Franklin",83,91,2462,2696
"G5100690","1840","Virginia","510","Frederick","0690","Frederick",400,421,1146,1156
"G5100710","1840","Virginia","510","Giles","0710","Giles",31,18,278,296
"G5100730","1840","Virginia","510","Gloucester","0730","Gloucester",292,320,2855,2836
"G5100750","1840","Virginia","510","Goochland","0750","Goochland",348,342,2906,2594
"G5100770","1840","Virginia","510","Grayson","0770","Grayson",29,24,240,252
"G5100775","1840","Virginia","510","Greenbrier","0775","Greenbrier",100,94,630,584
"G5100790","1840","Virginia","510","Greene","0790","Greene",20,25,845,895
"G5100810","1840","Virginia","510","Greensville","0810","Greensville",79,57,2203,2099
"G5100830","1840","Virginia","510","Halifax","0830","Halifax",290,285,7303,6913
"G5100833","1840","Virginia","510","Hampshire","0833","Hampshire",98,91,731,672
"G5100850","1840","Virginia","510","Hanover","0850","Hanover",149,163,4171,4223
"G5100853","1840","Virginia","510","Hardy","0853","Hardy",188,203,591,540
"G5100857","1840","Virginia","510","Harrison","0857","Harrison",51,75,316,377
"G5100870","1840","Virginia","510","Henrico","0870","Henrico",1353,1586,7110,6127
"G5100890","1840","Virginia","510","Henry","0890","Henry",111,129,1369,1483
"G5100930","1840","Virginia","510","Isle Of Wight","0930","Isle Of Wight",604,664,2064,1722
"G5100935","1840","Virginia","510","Jackson","0935","Jackson",0,0,42,45
"G5100950","1840","Virginia","510","James City","0950","James City",229,278,1019,928
"G5100953","1840","Virginia","510","Jefferson","0953","Jefferson",299,303,2202,1955
"G5100957","1840","Virginia","510","Kanawha","0957","Kanawha",61,36,1519,1041
"G5100970","1840","Virginia","510","King And Queen","0970","King And Queen",254,245,2926,3011
"G5100990","1840","Virginia","510","King George","0990","King George",132,144,1686,1696
"G5101010","1840","Virginia","510","King William","1010","King William",156,172,2743,3037
"G5101030","1840","Virginia","510","Lancaster","1030","Lancaster",111,136,1207,1271
"G5101050","1840","Virginia","510","Lee","1050","Lee",17,15,273,307
"G5101053","1840","Virginia","510","Lewis","1053","Lewis",21,17,56,68
"G5101057","1840","Virginia","510","Logan","1057","Logan",0,0,79,71
"G5101070","1840","Virginia","510","Loudoun","1070","Loudoun",638,680,2668,2605
"G5101090","1840","Virginia","510","Louisa","1090","Louisa",173,203,4525,4485
"G5101110","1840","Virginia","510","Lunenburg","1110","Lunenburg",103,113,3387,3320
